seed,edge_submission,edge_normalizer,avg_fee_bps_submission,avg_bid_fee_bps_submission,avg_ask_fee_bps_submission,arb_volume_y_submission,retail_volume_y_submission,arb_trade_count_submission,retail_trade_count_submission
20260215,339.7861001694191,465.13529831887087,77.47491752498902,85.58821039701057,69.36162465296746,10408.801301279778,36657.859154640115,902,3004
20260216,332.9525508092762,466.9922519841788,78.32762907683485,72.44301023093749,84.2122479227322,9858.466925118053,35711.42724108935,916,2900
20260217,244.83864688436827,363.88438278024915,75.34928266446678,82.08687287906623,68.61169244986733,7402.924320777032,28443.910359216003,793,2347
20260218,494.08806098510644,660.2895918081381,81.92973726725216,89.81991402642853,74.03956050807581,13205.113145125788,50042.59547540872,891,3691
20260219,416.14300671329323,547.5170632945452,74.70609180013824,66.24129449244946,83.17088910782701,12296.58563278083,45684.62897330075,993,3652
20260220,392.33259879203683,483.6023798531566,82.65831246912236,89.53180596833352,75.78481896991121,12012.332997869034,36752.14390943115,882,2551
20260221,463.66349515484376,605.4403368135972,83.85104709716961,85.19850492040781,82.5035892739314,12228.606676882755,44766.78269449334,745,3192
20260222,337.12989713606214,428.14401753783164,82.28371350327355,91.96240447603692,72.60502253051017,10430.345827664038,32761.93920469264,790,2349
20260223,344.892880503688,468.2131147345115,83.11679893268504,85.59103085387417,80.6425670114959,9152.63578570274,34246.50689315882,776,2609
20260224,311.70341938785526,421.95056292847863,83.00086128037972,77.2958583439162,88.70586421684325,9393.447183918162,31561.267085391202,825,2329
20260225,533.8749360738718,667.2834772268014,81.24551594462022,81.34318881236688,81.14784307687358,13787.547558355092,53789.74599852786,949,3820
20260226,323.17862305437615,454.6322144807223,80.9745528504756,87.97246696072426,73.97663874022695,9273.572355891294,33885.140232320264,851,2593
20260227,361.5781651174744,480.47552419273103,82.27436317792053,75.46644613555335,89.08228022028771,9641.491009512927,36716.054310857086,805,2596
20260228,354.3173187619693,476.50654643479373,78.23134315454577,67.59216106983662,88.87052523925492,11287.703840388818,37579.966015719634,876,2840
20260229,412.97616229437887,540.263526920608,79.4614242029147,72.0132344714383,86.9096139343911,12416.362130933852,42680.501878763775,889,3281
20260230,309.6185944481287,451.7277754843893,72.9768150054869,64.20504268847712,81.74858732249668,10201.965110252693,35765.15767646493,962,3033
20260231,242.1573726337415,369.00490519569,74.99203727272342,66.88303846364653,83.10103608180032,7933.018311179332,28262.491135065186,935,2436
20260232,286.80888587481854,411.19451195702476,82.87945557039293,72.29600453198557,93.46290660880028,7791.129809024968,29607.803529029778,728,2322
20260233,407.9100133118455,530.6238186265784,80.05515151140133,72.8066516235289,87.30365139927378,11224.325460080525,41675.18968373713,858,3076
20260234,509.86440255075786,674.9385862950279,80.99312128292826,93.59117823509712,68.39506433075941,13751.26721224571,51635.27615603431,885,3635
20260235,464.14636562144585,604.819117671325,81.02827864973736,79.47177061127402,82.58478668820068,12692.625373250743,46235.36494412197,851,3413
20260236,413.0558075728092,560.8947705297768,80.02503515013294,84.12706440059473,75.92300589967114,11865.424646921429,42259.76893971628,855,3225
20260237,333.0465697473221,482.65276175605845,78.634416358863,61.32930783654262,95.9395248811834,9635.809040951697,35749.32260751331,900,2842
20260238,325.6475963906201,459.37243462995013,84.1794861520483,86.10946907547002,82.24950322862658,8605.029837659747,32265.99274059596,760,2485
20260239,441.7087721846714,567.058424655113,78.39095303883893,69.44476292743545,87.33714315024241,13854.945450792053,46785.797760701986,1003,3526
20260240,426.63179994333063,562.8378825140288,78.35691753064154,79.14438926897094,77.56944579231212,13154.764627854463,44664.064704474484,912,3344
20260241,423.19901792716627,577.8180653790798,80.61162036865369,69.73578964955401,91.48745108775337,10710.726837790808,44186.749188960726,826,3404
20260242,341.65929571220414,492.9436078417083,75.89727318965512,82.78526104767467,69.00928533163558,10272.550789669673,38966.760655268066,876,3157
20260243,317.7782905916996,449.2670931763948,81.89204976265289,78.78362911582406,85.00047040948172,8658.684802649474,32360.223503811503,730,2334
20260244,295.16767301125594,402.7032369515536,78.86566438494792,96.3605670172251,61.370761752670745,8852.75660994858,31271.40616746053,722,2318
20260245,391.1608229346479,502.26992349621037,77.335778960353,89.60930075304927,65.06225716765674,11973.64315667263,41475.45493951433,878,3073
20260246,443.67631638099465,565.649711896,84.38619535971091,85.26859927173008,83.50379144769175,11841.710500534793,42645.20855579382,739,3090
20260247,431.40638701075545,561.13083977034,81.03576214225396,72.78639059431868,89.28513369018926,11613.185196771014,43370.38491498284,833,3319
20260248,333.12221536028375,482.5920981788649,80.78387586970534,79.10935520490011,82.45839653451057,8707.61386175853,35176.428436962735,801,2616
20260249,343.63648612888784,524.1351092145884,81.84244410857467,82.52103530776985,81.16385290937949,8516.25642493738,36763.56549900811,767,2956
20260250,393.3601637749411,523.831441010942,77.00983335688139,73.10632118738718,80.9133455263756,12477.79024453615,42637.76118445719,1036,3323
20260251,269.6886328241742,400.8507852280852,79.92414221394652,75.19308949536303,84.65519493253002,8639.874554086367,29594.060085884514,861,2483
20260252,412.6369536061268,583.7768340667551,77.2034000105458,69.65485604475533,84.75194397633629,10109.981094426348,45812.53650256128,869,3890
20260253,465.9367890247753,607.8456024313303,81.79378562534548,84.36505923560571,79.22251201508524,12684.446525039293,46394.06896238893,948,3360
20260254,389.90607611140064,545.8978801066232,78.82264757058635,77.00365649239664,80.64163864877605,10362.829883751967,42404.08776050924,897,3310
20260255,399.27696662552574,554.7717570848152,75.98902678712187,85.48182766690681,66.49622590733695,11772.72851662003,43430.875974862516,942,3501
20260256,407.5066404674423,525.2210475413762,80.9898835817051,66.9038512599119,95.0759159034983,12452.752075614892,41119.44240226116,920,2977
20260257,338.23560361501757,496.5319025060262,75.20867540902802,94.57267500320096,55.84467581485509,10859.753157056199,37618.05053059934,907,2963
20260258,356.48425151736,492.08189969437217,78.92363515842224,77.82871441307779,80.0185559037667,9896.346188199264,38688.76786796014,833,3094
20260259,383.76474043570573,546.7806508980831,82.18396087874245,86.42669159905756,77.94123015842736,9790.983384951325,39709.420745002564,812,2967
20260260,280.15450501191947,401.30665449755037,79.92209387250092,78.25009218258054,81.5940955624213,7815.436393354972,30105.032458229314,799,2462
20260261,309.68723506650645,445.10470777071015,83.49873738580486,88.82092506778962,78.1765497038201,8386.818811574565,31308.123223490227,666,2369
20260262,338.9743411924469,460.1386818273576,77.2062050079258,60.624317171809786,93.78809284404181,9583.321420417265,36374.26170219717,854,2979
20260263,461.32362925939873,645.7380953092296,78.4792961815813,75.13388247697591,81.82470988618671,12311.953908082753,48823.39471099933,888,3866
20260264,432.0374776681302,598.808239349786,80.22194697840843,84.71224996493768,75.73164399187918,11380.872616362401,44594.52849178772,801,3478
20260265,321.49739692239746,463.74816771021324,81.31297183382979,71.96486988406842,90.66107378359116,9113.436152021317,33454.5034367942,825,2530
20260266,348.20135019352983,460.31744631926944,80.2558991257427,71.18917432939308,89.32262392209233,10509.768394473593,36243.55361900649,917,2660
20260267,344.7373947929715,506.5809887514961,83.36848202809986,80.90913272295369,85.82783133324602,8249.568465418099,35975.40341376289,725,2768
20260268,289.25687159837787,439.0862154370815,81.43793336897156,74.96483524051656,87.91103149742655,7860.711941170966,31209.874109431054,692,2483
20260269,294.6409257194411,418.3813065257365,77.81090571397115,74.36033089655109,81.26148053139123,9752.591158838732,32714.40909092246,963,2630
20260270,408.33989028149637,520.6642870842072,78.20458104555479,77.3707320914446,79.038429999665,12640.077565799216,42738.80645080734,919,3223
20260271,342.93131382213505,488.3597807133142,81.08284041926933,74.27104035835272,87.89464048018594,9577.31262064338,35641.80901349731,814,2823
20260272,425.93448072773924,567.9002185088896,76.87904378613311,85.7840119295821,67.97407564268411,13045.799964411852,45666.77274081738,923,3565
20260273,297.3168739881005,415.9769185267463,79.25655747118076,88.39116589414053,70.12194904822098,8903.850307225392,32318.11435442349,769,2439
20260274,431.7902334708114,606.1852147639689,75.3223605422902,67.42586627656313,83.21885480801728,12841.36350684317,47749.18000279812,1100,3954
20260275,451.79095171021777,606.6717197905996,79.8373117633979,79.87320994155675,79.80141358523905,12538.313577648029,46430.94982498408,841,3544
20260276,281.9034471633218,408.87852989724445,78.83752718567149,83.72280242587543,73.95225194546754,8958.20056172812,31468.954029773162,906,2672
20260277,427.04613553368796,586.7238387870613,83.21351526553538,86.65078669621457,79.77624383485619,11980.179297814531,42571.02079601231,804,3297
20260278,354.80881733580145,484.09098585510264,77.48974091433706,69.39552768116252,85.5839541475116,10426.455903595835,37578.533589978426,898,3167
20260279,371.0720790957527,511.151471241248,80.54634739722411,92.04127217125398,69.05142262319426,9682.995198825836,38643.501257589094,753,2797
20260280,296.173129049958,418.507760857767,76.79971933792768,69.21755712268379,84.38188155317158,9331.219228811184,31984.57333708018,825,2560
20260281,259.20112192103466,406.1337632594316,82.89070967400667,86.69389424693655,79.08752510107678,6823.422784331297,27357.190261861277,681,2148
20260282,368.4031268587515,499.44762061913224,81.40407731431984,89.11386562598055,73.69428900265913,9925.093609859012,37810.37395435766,752,2718
20260283,382.54050784063344,500.8443267070159,81.5171630351355,79.3101305720699,83.72419549820111,10833.10783718977,38582.596784575835,847,2726
20260284,305.3196368059989,424.302480664461,77.32809257914681,70.73296454365338,83.92322061464023,10060.273990782414,33561.67066711885,885,2558
20260285,453.5814512768154,634.3246744850389,80.95507796271878,89.97246726838678,71.93768865705077,11902.346128028043,46311.90806042632,784,3443
20260286,342.2980504109774,426.97320748794147,77.63190602772033,77.76293551080994,77.50087654463073,10977.488499519428,35288.06187052948,863,2433
20260287,425.6809976557773,558.7063777120084,80.9976613701937,84.0697365705719,77.92558616981549,11936.550856879836,42859.32593118342,839,3124
20260288,448.6577002560057,610.1647063302895,81.79415206739039,77.2451497260104,86.34315440877037,12280.031186073786,46357.26621333171,864,3588
20260289,299.42768095374527,408.0932914835948,86.11652707697397,85.50969861825989,86.72335553568803,7796.592577087924,29379.8889212089,623,2292
20260290,492.2552931821401,652.7901381115914,78.94006766501354,79.43794671805449,78.4421886119726,13470.082992660915,51689.85786921523,950,3834
20260291,368.21630022728283,494.05321092584813,80.21542309401107,82.46276012588018,77.96808606214196,10541.698213789437,38214.70483386749,827,2847
20260292,420.0694445659189,601.6927304088894,80.09378113768507,77.58373466685823,82.6038276085119,11197.858933142254,44323.4118469452,850,3621
20260293,425.4459359508308,550.0766196630467,79.32988514108717,85.82954780798553,72.83022247418883,12890.869342257252,43390.935459041546,895,3191
20260294,440.1493252826177,592.2291681689472,78.06656181417078,72.26207511891823,83.87104850942333,11461.31401132446,46014.02952682002,802,3713
20260295,311.75556735807527,430.4023733805782,82.23530938470826,81.51783694551148,82.95278182390504,8935.556921877302,31260.923992782802,791,2345
20260296,339.76159000804876,475.15176442625466,80.3689460198971,72.1990983323866,88.53879370740758,9003.871304708586,36014.67390799913,722,2757
20260297,391.0750886560377,524.1302627938502,78.86222929814116,82.90178324588275,74.82267535039958,11954.695819071954,41562.57021735738,895,3056
20260298,442.9078049952541,631.0063794765258,81.70950668122106,76.3851002723187,87.03391309012342,10991.772887580115,46335.1284809429,858,3613
20260299,448.3119748599272,580.2859510249566,78.77710939992582,75.25120618103512,82.30301261881651,12898.100491017782,45417.100599320256,844,3458
20260300,313.2518542248764,444.7323148124566,81.11448181695371,86.04944292245435,76.17952071145308,8735.569538788774,33372.54463361736,842,2707
20260301,321.2568593933227,458.82518395974046,78.38933823151929,73.62596402172976,83.15271244130882,8795.991246910467,34850.65629945405,792,2795
20260302,371.8018089909598,539.8763596390442,78.9919249871402,89.17366420820417,68.81018576607622,10256.270661406259,40379.06991139446,857,3290
20260303,362.192111531288,500.1904361628556,82.53159864006989,72.6202926584121,92.44290462172769,9388.195599156668,36159.82610892856,705,2824
20260304,428.4251714711192,563.3945240486981,79.89162817002762,82.58429818378761,77.19895815626761,12392.245016286739,44485.731373543174,950,3274
20260305,469.3108601203287,609.0512836927508,80.4873945620511,74.578956302716,86.39583282138621,12114.821710524368,47931.32835192963,951,3654
20260306,474.06913332649776,623.0635422652834,80.63703347885684,76.36693878772452,84.90712816998915,13623.153525358353,47808.78002656826,919,3461
20260307,331.23151289512913,483.5466477446797,76.11606898287242,80.88920324205421,71.34293472369063,9163.028166841637,37342.704570901726,782,3164
20260308,340.32784330553807,461.44969686503816,76.83932673001911,91.23438027461368,62.44427318542452,10853.457521401438,36576.14465315334,883,2725
20260309,360.97928480088194,518.146523717649,83.20330865016413,82.87414282065349,83.53247447967476,8880.508791894885,36276.63148769509,728,2915
20260310,298.4793102904763,451.32286482271536,83.20408130144406,93.97900794942485,72.42915465346326,7406.40992058834,31280.373427071987,667,2476
20260311,538.471545996472,674.9061892120338,80.8210341456955,83.21888483955291,78.4231834518381,15345.040303235159,52937.86081972828,995,3696
20260312,475.7157383432488,614.2900545257584,78.32429810013497,79.85966527075146,76.78893092951846,13561.49132754989,49210.79855653303,854,3648
20260313,440.5428055247349,587.143386483774,80.76075879975883,75.72040012743044,85.80111747208721,11347.939699940967,45270.44630451252,831,3470
20260314,514.1784111741447,636.5319717774256,78.29780970913183,79.04435326512679,77.55126615313685,15690.123575688669,52460.75577138413,968,3789
20260315,324.10126082832153,464.7744094030147,78.26034086153533,77.05955446347308,79.46112725959756,9381.132459003626,35077.49860274881,864,2780
20260316,367.77512892396436,468.13995910993566,79.86941896094592,87.71951110731946,72.01932681457238,11297.987387770712,37955.96858600964,996,2939
