step,fair_price,submission_spot,internal_pool_price_y_per_x,normalizer_spot,internal_price_estimate,p_low,p_high,bid_fee_bps,ask_fee_bps,lambda_hat,arb_hat,stale_hat,inventory_signed,required_no_arb_bid_bps,required_no_arb_ask_bps
0,100.0,100.0198226225385,100.0198226225385,100.00979155016637,100.14009804574935,99.72976513693314,100.29999999999998,28.999999999999996,28.999999999999996,0.8160000000000001,0.55,7.210760513024374e-05,0.0006008966370954095,0.0,12.010715543329109
1,99.83181263869632,100.0198226225385,100.0198226225385,100.00979155016637,100.14009804574935,99.72976513693314,100.29999999999998,28.999999999999996,28.999999999999996,0.8160000000000001,0.55,7.210760513024374e-05,0.0006008966370954095,0.0,12.010715543329109
2,99.67839436360673,99.67348321488248,99.67348321488248,99.68348055522502,99.99974637964928,99.67839436360673,100.25905369640428,28.999999999999996,28.999999999999996,0.9247616000000001,0.45220000000000005,0.000179633755413985,0.001633985514379287,0.0,32.626399223868454
3,99.8426241003642,99.67348321488248,99.67348321488248,99.68348055522502,99.99974637964928,99.67839436360673,100.25905369640428,28.999999999999996,28.999999999999996,0.9247616000000001,0.45220000000000005,0.000179633755413985,0.001633985514379287,0.0,32.626399223868454
4,99.81775621291175,99.37261055780354,99.37261055780354,99.38257772034693,99.99880291759135,99.39398708188521,100.54593629128675,0.0,97.61998559161208,0.8907806720000001,0.40698000000000006,0.0005457569565862114,0.003140833226148987,0.0,62.61998559161208
5,99.83778655022516,99.37261055780354,99.37261055780354,99.53827319057449,99.99880291759135,99.39398708188521,100.54593629128675,0.0,97.61998559161208,0.8907806720000001,0.40698000000000006,0.0005457569565862114,0.003140833226148987,0.0,62.61998559161208
6,99.88589919778433,99.06879039462903,99.06879039462903,99.36689106783255,99.9978877678998,99.02176697320112,100.92388571067264,0.0,127.91169983782542,0.8595182182400002,0.36628200000000005,0.0010730876673886386,0.004667267178247696,0.0,92.91169983782544
7,99.90120370558397,99.06879039462903,99.06879039462903,99.60150009446721,99.9978877678998,99.02176697320112,100.92388571067264,0.0,127.91169983782542,0.8595182182400002,0.36628200000000005,0.0010730876673886386,0.004667267178247696,0.0,92.91169983782544
8,100.04203460294946,99.06879039462903,99.06879039462903,99.74190849914059,99.9978877678998,99.02176697320112,100.92388571067264,0.0,127.91169983782542,0.8595182182400002,0.36628200000000005,0.0010730876673886386,0.004667267178247696,0.0,92.91169983782544
9,100.0454739906732,99.06879039462903,99.06879039462903,99.5356350493726,99.9978877678998,99.02176697320112,100.92388571067264,0.0,127.91169983782542,0.8595182182400002,0.36628200000000005,0.0010730876673886386,0.004667267178247696,0.0,92.91169983782544
10,100.06520297664015,99.06879039462903,99.06879039462903,99.56518802148787,99.9978877678998,99.02176697320112,100.92388571067264,0.0,127.91169983782542,0.8595182182400002,0.36628200000000005,0.0010730876673886386,0.004667267178247696,0.0,92.91169983782544
11,99.91246127540013,99.06879039462903,99.06879039462903,99.5227626086364,99.9978877678998,99.02176697320112,100.92388571067264,0.0,127.91169983782542,0.8595182182400002,0.36628200000000005,0.0010730876673886386,0.004667267178247696,0.0,92.91169983782544
12,99.99262688241636,99.06879039462903,99.06879039462903,99.81825180987262,99.9978877678998,99.02176697320112,100.92388571067264,0.0,127.91169983782542,0.8595182182400002,0.36628200000000005,0.0010730876673886386,0.004667267178247696,0.0,92.91169983782544
13,99.95253665671771,99.06879039462903,99.06879039462903,99.81825180987262,99.9978877678998,99.02176697320112,100.92388571067264,0.0,127.91169983782542,0.8595182182400002,0.36628200000000005,0.0010730876673886386,0.004667267178247696,0.0,92.91169983782544
14,100.03152588873687,99.06879039462903,99.06879039462903,99.81825180987262,99.9978877678998,99.02176697320112,100.92388571067264,0.0,127.91169983782542,0.8595182182400002,0.36628200000000005,0.0010730876673886386,0.004667267178247696,0.0,92.91169983782544
15,100.05654516501023,99.14902194072656,99.14902194072656,100.13238523533114,100.12385687195554,99.14902194072656,100.43368629421373,0.0,127.91169983782542,0.7996456496696891,0.4296538000000001,0.001595742277594904,0.004891959894579195,0.0,97.36290247744472
16,99.97388834514528,99.14902194072656,99.14902194072656,100.13238523533114,100.12385687195554,99.14902194072656,100.43368629421373,0.0,127.91169983782542,0.7996456496696891,0.4296538000000001,0.001595742277594904,0.004891959894579195,0.0,97.36290247744472
17,100.07719565982246,99.4364761722515,99.4364761722515,99.73568322191727,100.11120315209533,98.51012190282643,101.0850618558349,0.0,102.39774956242783,0.9130257182029689,0.29388319920000006,0.0019468519069294715,0.0033812820180540415,0.0,67.39774956242783
18,100.13557486812107,99.06475221428306,99.06475221428306,99.36284073649253,100.24865875873962,99.56231996885258,100.5923631296165,0.0,153.09699592148948,1.5017580591983113,0.21053224227212802,0.0026625695306639065,0.00593992415601582,0.0,118.09699592148948
19,100.11344546636744,99.06475221428306,99.06475221428306,99.86733867300553,100.24865875873962,99.56231996885258,100.5923631296165,0.0,153.09699592148948,1.5017580591983113,0.21053224227212802,0.0026625695306639065,0.00593992415601582,0.0,118.09699592148948
20,100.0115430175656,99.06475221428306,99.06475221428306,99.86733867300553,100.24865875873962,99.56231996885258,100.5923631296165,0.0,153.09699592148948,1.5017580591983113,0.21053224227212802,0.0026625695306639065,0.00593992415601582,0.0,118.09699592148948
21,99.98132429804349,99.06475221428306,99.06475221428306,99.77695354406448,100.24865875873962,99.56231996885258,100.5923631296165,0.0,153.09699592148948,1.5017580591983113,0.21053224227212802,0.0026625695306639065,0.00593992415601582,0.0,118.09699592148948
22,99.88417390966177,99.72705388193144,99.72705388193143,100.97375050724415,100.24347515502662,98.30828520499996,101.87553392320297,0.0,86.51669695175111,1.4016174144624465,0.18947901804491524,0.0028127144766385216,0.0025824869073569727,0.0,51.51669695175109
23,99.92738125027716,99.72705388193144,99.72705388193143,100.22806544661702,100.24347515502662,98.30828520499996,101.87553392320297,0.0,86.51669695175111,1.4016174144624465,0.18947901804491524,0.0028127144766385216,0.0025824869073569727,0.0,51.51669695175109
24,99.75791687241569,99.72705388193144,99.72705388193143,100.05809114585325,100.24347515502662,98.30828520499996,101.87553392320297,0.0,86.51669695175111,1.4016174144624465,0.18947901804491524,0.0028127144766385216,0.0025824869073569727,0.0,51.51669695175109
25,100.03476597428987,99.72705388193144,99.72705388193143,100.08746109149455,100.24347515502662,98.30828520499996,101.87553392320297,0.0,86.51669695175111,1.4016174144624465,0.18947901804491524,0.0028127144766385216,0.0025824869073569727,0.0,51.51669695175109
