step,fair_price,submission_spot,internal_pool_price_y_per_x,normalizer_spot,internal_price_estimate,p_low,p_high,bid_fee_bps,ask_fee_bps,lambda_hat,arb_hat,stale_hat,inventory_signed,required_no_arb_bid_bps,required_no_arb_ask_bps
0,100.0,100.0198226225385,100.0198226225385,100.00979155016637,100.14009804574935,99.72976513693314,100.29999999999998,28.999999999999996,28.999999999999996,0.8160000000000001,0.55,7.210760513024374e-05,0.0006008966370954095,0.0,12.010715543329109
1,99.83181263869632,100.0198226225385,100.0198226225385,100.00979155016637,100.14009804574935,99.72976513693314,100.29999999999998,28.999999999999996,28.999999999999996,0.8160000000000001,0.55,7.210760513024374e-05,0.0006008966370954095,0.0,12.010715543329109
2,99.67839436360673,99.67348321488248,99.67348321488248,99.68348055522502,99.99974637964928,99.67839436360673,100.25905369640428,28.999999999999996,28.999999999999996,0.9247616000000001,0.45220000000000005,0.000179633755413985,0.001633985514379287,0.0,32.626399223868454
3,99.8426241003642,99.67348321488248,99.67348321488248,99.68348055522502,99.99974637964928,99.67839436360673,100.25905369640428,28.999999999999996,28.999999999999996,0.9247616000000001,0.45220000000000005,0.000179633755413985,0.001633985514379287,0.0,32.626399223868454
4,99.81775621291175,99.37261055780354,99.37261055780354,99.38257772034693,99.99880291759135,99.39398708188521,100.54593629128675,0.0,97.61998559161208,0.8907806720000001,0.40698000000000006,0.0005457569565862114,0.003140833226148987,0.0,62.61998559161208
5,99.83778655022516,99.37261055780354,99.37261055780354,99.53827319057449,99.99880291759135,99.39398708188521,100.54593629128675,0.0,97.61998559161208,0.8907806720000001,0.40698000000000006,0.0005457569565862114,0.003140833226148987,0.0,62.61998559161208
6,99.88589919778433,99.06879039462903,99.06879039462903,99.36689106783255,99.9978877678998,99.02176697320112,100.92388571067264,0.0,100.0,0.8595182182400002,0.36628200000000005,0.0010730876673886386,0.004667267178247696,0.0,92.91169983782544
7,99.90120370558397,99.06879039462903,99.06879039462903,99.60150009446721,99.9978877678998,99.02176697320112,100.92388571067264,0.0,100.0,0.8595182182400002,0.36628200000000005,0.0010730876673886386,0.004667267178247696,0.0,92.91169983782544
8,100.04203460294946,99.06879039462903,99.06879039462903,99.74190849914059,99.9978877678998,99.02176697320112,100.92388571067264,0.0,100.0,0.8595182182400002,0.36628200000000005,0.0010730876673886386,0.004667267178247696,0.0,92.91169983782544
9,100.0454739906732,99.06879039462903,99.06879039462903,99.5356350493726,99.9978877678998,99.02176697320112,100.92388571067264,0.0,100.0,0.8595182182400002,0.36628200000000005,0.0010730876673886386,0.004667267178247696,0.0,92.91169983782544
10,100.06520297664015,99.06879039462903,99.06879039462903,99.56518802148787,99.9978877678998,99.02176697320112,100.92388571067264,0.0,100.0,0.8595182182400002,0.36628200000000005,0.0010730876673886386,0.004667267178247696,0.0,92.91169983782544
11,99.91246127540013,99.06879039462903,99.06879039462903,99.5227626086364,99.9978877678998,99.02176697320112,100.92388571067264,0.0,100.0,0.8595182182400002,0.36628200000000005,0.0010730876673886386,0.004667267178247696,0.0,92.91169983782544
12,99.99262688241636,99.13734230213747,99.13734230213747,99.74910034746623,99.996770466895,98.1490536856356,101.82127201023448,0.0,100.0,0.8618569400756909,0.25053688800000007,0.0017291961813891115,0.004315825916548701,0.0,85.94559211710262
13,99.95253665671771,99.13734230213747,99.13734230213747,99.74910034746623,99.996770466895,98.1490536856356,101.82127201023448,0.0,100.0,0.8618569400756909,0.25053688800000007,0.0017291961813891115,0.004315825916548701,0.0,85.94559211710262
14,100.03152588873687,99.13734230213747,99.13734230213747,99.74910034746623,99.996770466895,98.1490536856356,101.82127201023448,0.0,100.0,0.8618569400756909,0.25053688800000007,0.0017291961813891115,0.004315825916548701,0.0,85.94559211710262
15,100.05654516501023,99.29267351265676,99.29267351265678,99.99474292133212,100.05400019954972,99.29267351265678,100.29562981076442,0.0,100.0,0.8195750515363023,0.3254831992000001,0.002083739725425405,0.003819109056176497,0.0,76.09157908474829
16,99.97388834514528,99.29267351265676,99.29267351265678,99.99474292133212,100.05400019954972,99.29267351265678,100.29562981076442,0.0,100.0,0.8195750515363023,0.3254831992000001,0.002083739725425405,0.003819109056176497,0.0,76.09157908474829
17,100.07719565982246,99.4406669414452,99.44066694144522,99.73988660124897,100.04412834065,98.53915281486277,101.0625821419123,0.0,95.3195219163688,0.9273270569824505,0.22263050825280004,0.0022366015212005284,0.0030250997242743014,0.0,60.3195219163688
18,100.13557486812107,99.06683086818758,99.06683086818758,99.36492564512295,100.18259537661505,99.60000468182479,100.55852372240835,0.0,100.0,1.5097629189506732,0.17349224341013555,0.002807892686407881,0.005599837999315571,0.0,111.37308873192976
19,100.11344546636744,99.13918813674017,99.13918813674019,99.84017229528277,100.03898395467223,99.11231101170378,100.11344546636745,0.0,100.0,1.5638058706390032,0.19466869449253274,0.0032789302093225643,0.004517542301367679,0.0,89.94451786313084
20,100.0115430175656,99.13918813674017,99.13918813674019,99.84017229528277,100.03898395467223,99.11231101170378,100.11344546636745,0.0,100.0,1.5638058706390032,0.19466869449253274,0.0032789302093225643,0.004517542301367679,0.0,89.94451786313084
21,99.98132429804349,99.13918813674017,99.13918813674019,99.74982403596483,100.03898395467223,99.11231101170378,100.11344546636745,0.0,100.0,1.5638058706390032,0.19466869449253274,0.0032789302093225643,0.004517542301367679,0.0,89.94451786313084
22,99.88417390966177,100.0210143993154,100.02101439931542,100.72823369304795,100.0261364133198,97.85881566016546,101.39582087293657,0.0,100.0,1.4653680676545497,0.17520182504327947,0.003085266880815913,2.560403376697952e-05,0.0,0.5120675643432993
23,99.92738125027716,99.92738125027715,99.92738125027716,100.22806544661704,100.16627107567345,99.92738125027716,100.9367487376537,0.0,100.0,1.428138622242186,0.25768164253895154,0.0030434177449249395,0.001193890074069627,0.0,23.849328005413064
24,99.75791687241569,99.75791687241566,99.75791687241568,100.05809114585328,100.02613641331982,99.75791687241568,100.76557259839967,0.0,100.0,1.393887532462811,0.3319134782850564,0.0030219184527727453,0.0013425472979093453,0.0,26.814945625394103
25,100.03476597428987,99.75791687241566,99.75791687241568,100.08746109149456,100.02613641331982,99.75791687241568,100.76557259839967,0.0,100.0,1.393887532462811,0.3319134782850564,0.0030219184527727453,0.0013425472979093453,0.0,26.814945625394103
26,100.12666195291955,100.29672608993644,100.29672608993644,101.00589486026935,100.03497522406603,98.81708410424224,101.72495683305615,0.0,100.0,1.3394536932953134,0.2270288191469786,0.002860562574060576,-0.0013065873456550138,26.097648056397915,0.0
