step,fair_price,submission_spot,normalizer_spot,internal_price_estimate,p_low,p_high,bid_fee_bps,ask_fee_bps,lambda_hat,arb_hat,stale_hat,inventory_signed
0,100.0,100.0,100.02961315488068,100.0,99.7,100.29999999999998,37.0,37.0,0.8,0.5,0.0,0.0
1,99.83181263869632,100.0,100.02961315488068,100.0,99.7,100.29999999999998,37.0,37.0,0.8,0.5,0.0,0.0
2,99.67839436360673,99.72938884301101,99.65936820891862,99.99996399984447,99.7,100.29999999999998,35.51143059611657,35.47891757951899,0.8160000000000001,0.45,0.00016256518243644455,0.0013547090248989804
3,99.8426241003642,99.72938884301101,99.65936820891862,99.99996399984447,99.7,100.29999999999998,35.51143059611657,35.47891757951899,0.8160000000000001,0.45,0.00016256518243644455,0.0013547090248989804
4,99.81775621291175,99.42099551995197,99.36603544807583,99.99993087971286,99.3895673283506,100.61327631061688,35.65316636241414,35.58349238744516,0.7907200000000001,0.405,0.0005011821250140693,0.0029030822903742446
5,99.83778655022516,99.48252883845625,99.53827319057449,99.72385470231649,99.12784212337314,99.83778655022518,35.48757025446508,35.45849578089802,0.8074624,0.4645,0.00061648363646369,0.001211436398627557
6,99.88589919778433,99.32390318304087,99.27111673028624,99.75309221847289,99.17850493782437,99.88589919778431,34.79360757983605,32.26965329432213,1.05983501824,0.393718,0.0008102845874904247,0.002155894680680747
7,99.90120370558397,99.57882598485752,99.6015000944672,99.7938858011859,99.23235532539972,99.90120370558398,31.793607579836046,32.01439201566743,1.0550482167808002,0.45434620000000003,0.0008911094390602932,0.0010786823051250013
8,100.04203460294946,99.72175611156706,99.74190849914062,99.93978789868318,99.40470467346873,100.04203460294944,31.251068795527136,31.224860629519373,1.0506443594383361,0.50891158,0.0009686837548433422,0.0010920069169901294
9,100.0454739906732,99.63684013523863,99.63173659737754,99.90643720055135,99.08371714928246,100.3661266528407,29.065252700678705,29.032827005090788,1.2343423923329502,0.34809552072000005,0.00104396132926397,0.0013510706494965277
10,100.06520297664015,99.668142820057,99.67156186802971,99.95627341164193,99.48468775947559,100.06520297664015,32.65798591883643,26.63426692635928,1.366164100738125,0.31409733617248004,0.0011205254002577963,0.001443363477393948
11,99.91246127540013,99.63810474145077,99.6115413834385,99.94172121658957,99.1615256949747,100.39131007666705,29.65798591883643,29.63426692635928,1.3368709726790753,0.28268760255523206,0.0012358474231654103,0.0015212783841320264
12,99.99262688241636,99.7838335125258,99.73087087180174,99.84048716434049,99.40062689870902,99.99262688241635,20.657985918836424,20.859307783634463,2.7049252368501127,0.11824183794519134,0.001106645161643604,0.0002838013505698566
13,99.95253665671771,99.7838335125258,99.73087087180174,99.84048716434049,99.40062689870902,99.99262688241635,20.657985918836424,20.859307783634463,2.7049252368501127,0.11824183794519134,0.001106645161643604,0.0002838013505698566
14,100.03152588873687,99.82286705007888,99.73143131107066,99.96503032164581,99.61665311188905,100.03152588873687,18.008538851858624,17.859307783634463,2.528531217902104,0.2064176541506722,0.0011256349849429123,0.000711570988218712
15,100.05654516501023,100.09086335800052,99.93909334268619,99.98932486374629,99.69798568522332,100.05654516501023,20.759915062552153,11.859307783634463,2.29487400196655,0.21718967543905981,0.0010934807600526024,-0.0005074889980696797
16,99.97388834514528,100.09086335800052,99.93909334268619,99.98932486374629,99.69798568522332,100.05654516501023,20.759915062552153,11.859307783634463,2.29487400196655,0.21718967543905981,0.0010934807600526024,-0.0005074889980696797
17,100.07719565982246,99.90243458690941,100.02207567804479,99.9720796264679,99.30859249786378,100.44887110638156,19.903172981736006,13.894810330019343,1.9860015838111964,0.1485577380003169,0.001270913343678228,0.00034844382152761865
