step,fair_price,submission_spot,normalizer_spot,internal_price_estimate,p_low,p_high,bid_fee_bps,ask_fee_bps,lambda_hat,arb_hat,stale_hat,inventory_signed
0,100.0,100.0198226225385,100.00979155016637,100.14009804574935,99.72976513693314,100.29999999999998,31.999999999999996,28.94025121470364,0.8160000000000001,0.55,7.210760513024374e-05,0.0006008966370954095
1,99.83181263869632,100.0198226225385,100.00979155016637,100.14009804574935,99.72976513693314,100.29999999999998,31.999999999999996,28.94025121470364,0.8160000000000001,0.55,7.210760513024374e-05,0.0006008966370954095
2,99.67839436360673,99.7019013908044,99.6850950853711,99.999864349645,99.67839436360671,100.2886270150551,30.27203917327386,30.236230220931056,0.9247616000000001,0.45220000000000005,0.00015414522057950806,0.0014920396809503195
3,99.8426241003642,99.7019013908044,99.6850950853711,99.999864349645,99.67839436360671,100.2886270150551,30.27203917327386,30.236230220931056,0.9247616000000001,0.45220000000000005,0.00015414522057950806,0.0014920396809503195
4,99.81775621291175,99.39391730334653,99.39120526331729,99.99935973193968,99.40115289754827,100.56834375044649,30.4705267925966,30.39765262902255,0.8907806720000001,0.40698000000000006,0.0005092684450380856,0.003036423482252131
5,99.83778655022516,99.53430311474473,99.5382731905745,99.85945858197046,99.23101684976072,99.83778655022518,30.11617524937056,30.077037960686038,0.8995182182400001,0.4662820000000001,0.0006743989552183403,0.001630720361855081
6,99.88589919778433,99.32560403965071,99.32285492090737,99.7402365748098,99.28555864689034,99.88589919778434,30.017820766689095,29.96783137215962,1.125894273409024,0.39493688800000004,0.0008091623059334714,0.002082891438728132
7,99.90120370558397,99.60182146293148,99.60150009446721,99.75726804681258,99.3028385004605,99.90120370558397,30.50301409403851,30.484300535392546,1.1158227315363023,0.4554431992000001,0.0008541803797697684,0.0007797316102483886
8,100.04203460294946,99.73706345804862,99.74190849914059,99.89548724654254,99.43283535281273,100.04203460294947,30.939034711691924,30.91998886515821,1.1065569130133983,0.5098988792800001,0.0008981588096428314,0.0007935769389048232
9,100.0454739906732,99.64096998247419,99.63158519516027,99.75573141630534,99.33269043957475,99.95001531854638,31.45293569501714,31.43912265602188,1.0980323599723265,0.5589089913520001,0.0009133344836665139,0.0005755432914691556
10,100.06520297664015,99.66698060953674,99.64870138723124,99.89432681438001,99.43686181565323,100.06520297664017,30.19026384318977,30.162922326005543,1.2683480215161416,0.45829375008476814,0.0009572336316112657,0.001139229882676299
11,99.91246127540013,99.61376492947927,99.61186393672604,99.75457260761114,99.31302834491584,99.91513818470501,30.84779727703703,30.830846820826622,1.2468801797948503,0.5124643750762914,0.0009845519088585767,0.0007062690087670836
12,99.99262688241636,99.7671550568792,99.73554701284041,99.83941996147705,99.37683691141683,99.99262688241636,22.393011723559965,23.840322146866715,2.6742799058596476,0.1872345160752272,0.0008982985784768533,0.0003620366943885128
13,99.95253665671771,99.7671550568792,99.73554701284041,99.83941996147705,99.37683691141683,99.99262688241636,22.393011723559965,23.840322146866715,2.6742799058596476,0.1872345160752272,0.0008982985784768533,0.0003620366943885128
14,100.03152588873687,99.79304750853386,99.73554701284041,99.92046399022146,99.56958082025501,100.03152588873687,19.683915287949485,20.840322146866715,2.500337513390876,0.26851106446770445,0.0009209602303309112,0.0006379963014590575
15,100.05654516501023,100.06096134321933,99.93907298490065,99.95833718913582,99.65148409678761,100.05654516501025,22.358264918649542,14.840322146866717,2.2746421996092927,0.25966156809590984,0.0009072975023688751,-0.0005130712628057108
16,99.97388834514528,100.06096134321933,99.93907298490065,99.95833718913582,99.65148409678761,100.05654516501025,22.358264918649542,14.840322146866717,2.2746421996092927,0.25966156809590984,0.0009072975023688751,-0.0005130712628057108
17,100.07719565982246,99.89405257969608,100.00067705750509,99.95438822655196,99.31944802427141,100.39104543607509,18.217264852705256,18.21001908426844,1.9714832424396287,0.17760851257760235,0.0011009288496027262,0.0003019070182006605
18,100.13557486812107,99.49855605901946,99.60796275659526,100.04499066603852,99.77114035282202,100.13557486812105,16.037179854311255,17.967138925854297,2.9210351569220734,0.08669083410140967,0.0013291190469919617,0.002738422845475221
