step,fair_price,submission_spot,normalizer_spot,internal_price_estimate,p_low,p_high,bid_fee_bps,ask_fee_bps,lambda_hat,arb_hat,stale_hat,inventory_signed
0,100.0,100.0,100.02961315488068,100.0,99.7,100.29999999999998,75.23475497890163,75.23475497890163,1.1876540458366056,0.5,0.0,0.0
1,99.83181263869632,100.0,100.02961315488068,100.0,99.7,100.29999999999998,75.23475497890163,75.23475497890163,1.1876540458366056,0.5,0.0,0.0
2,99.67839436360673,99.92151546317754,99.4681628785138,99.9998395095417,99.7,100.29999999999998,74.74143865136041,74.73283214567739,1.1665849896418719,0.46581480280672594,6.486401160157106e-05,0.00039177428731840296
3,99.8426241003642,99.92151546317754,99.5430962280631,99.9998395095417,99.7,100.29999999999998,74.74143865136041,74.73283214567739,1.1665849896418719,0.46581480280672594,6.486401160157106e-05,0.00039177428731840296
4,99.81775621291175,99.65550245360879,99.20828775458179,99.09977259597134,99.5924150091906,100.40586391101918,75.38258511682973,75.44400882020041,1.091743455889067,0.5023372554142861,0.0005224230568219456,-0.0027960508595246893
5,99.83778655022516,99.65550245360879,99.53827319057447,99.09977259597134,99.5924150091906,100.40586391101918,75.38258511682973,75.44400882020041,1.091743455889067,0.5023372554142861,0.0005224230568219456,-0.0027960508595246893
6,99.88589919778433,99.58629372522111,99.13298545526578,99.41930147361754,99.44321579557187,100.55650742971864,75.11372129917311,75.13215540022875,1.0253048343852789,0.4679922591465552,0.0006181065824553737,-0.0008391334496737702
7,99.90120370558397,99.58629372522111,99.60150009446721,99.41930147361754,99.44321579557187,100.55650742971864,75.11372129917311,75.13215540022875,1.0253048343852789,0.4679922591465552,0.0006181065824553737,-0.0008391334496737702
8,100.04203460294946,99.58629372522111,99.74190849914062,99.41930147361754,99.44321579557187,100.55650742971864,75.11372129917311,75.13215540022875,1.0253048343852789,0.4679922591465552,0.0006181065824553737,-0.0008391334496737702
9,100.0454739906732,99.58629372522111,99.53563504937262,99.41930147361754,99.44321579557187,100.55650742971864,75.11372129917311,75.13215540022875,1.0253048343852789,0.4679922591465552,0.0006181065824553737,-0.0008391334496737702
10,100.06520297664015,99.58629372522111,99.56518802148786,99.41930147361754,99.44321579557187,100.55650742971864,75.11372129917311,75.13215540022875,1.0253048343852789,0.4679922591465552,0.0006181065824553737,-0.0008391334496737702
11,99.91246127540013,99.58629372522111,99.52276260863641,99.41930147361754,99.44321579557187,100.55650742971864,75.11372129917311,75.13215540022875,1.0253048343852789,0.4679922591465552,0.0006181065824553737,-0.0008391334496737702
12,99.99262688241636,99.58629372522111,99.81825180987262,99.41930147361754,99.44321579557187,100.55650742971864,75.11372129917311,75.13215540022875,1.0253048343852789,0.4679922591465552,0.0006181065824553737,-0.0008391334496737702
13,99.95253665671771,99.58629372522111,99.81825180987262,99.41930147361754,99.44321579557187,100.55650742971864,75.11372129917311,75.13215540022875,1.0253048343852789,0.4679922591465552,0.0006181065824553737,-0.0008391334496737702
14,100.03152588873687,99.58629372522111,99.81825180987262,99.41930147361754,99.44321579557187,100.55650742971864,75.11372129917311,75.13215540022875,1.0253048343852789,0.4679922591465552,0.0006181065824553737,-0.0008391334496737702
15,100.05654516501023,99.67312864830315,100.12638033908812,99.62541666822781,99.12143645502981,100.88294546174441,75.67913817862954,75.68439731269827,0.922662768541905,0.4359954438188536,0.0006065743779567745,-0.00023939954001953766
16,99.97388834514528,99.67312864830315,100.12638033908812,99.62541666822781,99.12143645502981,100.88294546174441,75.67913817862954,75.68439731269827,0.922662768541905,0.4359954438188536,0.0006065743779567745,-0.00023939954001953766
