step,fair_price,submission_spot,normalizer_spot,internal_price_estimate,p_low,p_high,bid_fee_bps,ask_fee_bps,lambda_hat,arb_hat,stale_hat,inventory_signed
0,100.0,100.01480602943464,100.01480602943462,100.14009804574935,99.71476161134632,100.29999999999998,33.0,33.0,0.8160000000000001,0.55,7.511703992984718e-05,0.000625975250986929
1,99.83181263869632,100.01480602943464,100.01480602943462,100.14009804574935,99.71476161134632,100.29999999999998,33.0,33.0,0.8160000000000001,0.55,7.511703992984718e-05,0.000625975250986929
2,99.67839436360673,99.72856554644044,99.66854835553985,100.13506725883705,99.42887274260669,100.5883936299752,39.0,39.0,0.9247616000000001,0.37620000000000003,0.0002603662447851779,0.0020338953449958947
3,99.8426241003642,99.72856554644044,99.66854835553985,100.13506725883705,99.42887274260669,100.5883936299752,39.0,39.0,0.9247616000000001,0.37620000000000003,0.0002603662447851779,0.0020338953449958947
4,99.81775621291175,99.4426145318499,99.35284687580314,100.13122143533853,99.1225405918278,100.89925590993782,42.0,42.0,0.8907806720000001,0.33858000000000005,0.0006587923137193925,0.003450386670935429
5,99.83778655022516,99.4426145318499,99.5382731905745,100.13122143533853,99.1225405918278,100.89925590993782,42.0,42.0,0.8907806720000001,0.33858000000000005,0.0006587923137193925,0.003450386670935429
6,99.88589919778433,99.33975299505315,99.19029499155008,99.98692678316029,99.04861963178477,99.88589919778431,47.99999999999999,43.527403264090346,0.9784242102272003,0.30758872000000004,0.0010736863635492843,0.0032467996197360076
7,99.90120370558397,99.46635970755788,99.60150009446721,99.84704302714076,98.9889211809616,99.90120370558398,49.43710347250442,43.39126410824375,0.9801502734090243,0.3768298480000001,0.0012384622817435253,0.0019099735108611812
8,100.04203460294946,99.60793956841123,99.74190849914062,99.81888106196249,99.11550676689855,100.04203460294947,49.767886215850204,43.742500483734396,0.9817382515363023,0.43914686320000007,0.0012910832527544143,0.0010577388381587474
9,100.0454739906732,99.60793956841123,99.53563504937262,99.81888106196249,99.11550676689855,100.04203460294947,49.767886215850204,43.742500483734396,0.9817382515363023,0.43914686320000007,0.0012910832527544143,0.0010577388381587474
10,100.06520297664015,99.62749275767908,99.56518802148786,99.84035587619752,99.1316677853256,100.06520297664014,50.53835278164466,44.51274106086142,0.9431991914133983,0.4952321768800001,0.0013416769101172372,0.0010671550326346623
